,Origin,Destination,Destination_Latitude,Destination_Longitude
3142,HAK,JUZ,28.966667,118.833333
3146,HAK,ENH,30.321934,109.482012
3151,HAK,URC,43.90126,87.475148
3152,HAK,YCU,35.114987,111.037051
3153,HAK,YIH,30.549934,111.478938
3154,HAK,YNZ,33.431217,120.204406
3155,HAK,ZHA,21.214727,110.362715
3156,HAK,HYN,28.562224,121.428614
3157,HAK,SHS,30.321995,112.2781
3168,HAK,WEH,37.188142,122.236067
3169,HAK,JNG,35.646944,116.742222
3170,HAK,MFM,22.156587,113.57285
3173,HAK,VTE,17.975432,102.567721
3174,HAK,WMT,27.96222,106.435
3175,HAK,UYN,38.361466,109.596181
3176,HAK,ACX,25.085556,104.959444
3180,HAK,DZH,31.048611,107.435556
3181,HAK,PNH,11.552193,104.846174
3183,HAK,ICN,37.458764,126.441961
3184,HAK,PEN,5.292961,100.265173
3185,HAK,HAN,21.214184,105.802827
3186,HAK,PUS,35.179319,128.948728
3187,HAK,SGN,10.813045,106.662477
3188,HAK,AUH,24.426912,54.645974
3190,HAK,INC,38.323031,106.388059
3191,HAK,DLC,38.96102,121.539991
3192,HAN,SGN,10.813045,106.662477
3193,HAN,DAD,16.053339,108.202753
3194,HAN,ICN,37.458764,126.441961
3196,HAN,BKK,13.693062,100.752044
3197,HAN,TPE,25.075512,121.23248
3198,HAN,CAN,23.387862,113.29734
3201,HAN,NRT,35.773213,140.387443
3203,HAN,SIN,1.361173,103.990201
3205,HAN,SZX,22.639444,113.810833
3206,HAN,KUL,2.744344,101.717259
3208,HAN,HKG,22.315248,113.93649
3209,HAN,KIX,34.43533,135.243977
3210,HAN,PVG,31.143333,121.805278
3213,HAN,MNL,14.511205,121.019208
3214,HAN,DMK,13.9125,100.606667
3215,HAN,DOH,25.260988,51.613594
3216,HAN,PUS,35.179319,128.948728
3218,HAN,VTE,17.975432,102.567721
3219,HAN,KHH,22.5725,120.345278
3220,HAN,NGO,34.858333,136.805278
3221,HAN,TFU,30.314195,104.44186
3222,HAN,PEK,40.078538,116.587095
3223,HAN,DXB,25.256557,55.366071
3224,HAN,FUK,33.584286,130.443891
3225,HAN,HND,35.553476,139.781206
3226,HAN,IST,41.260278,28.741944
3228,HAN,MFM,22.156587,113.57285
3229,HAN,PNH,11.552193,104.846174
3231,HAN,XMN,24.543064,118.134178
3233,HAN,CCU,22.655,88.447
3234,HAN,DEL,28.556162,77.099958
3235,HAN,CGK,-6.130643,106.655526
3236,HAN,DPS,-8.748056,115.1675
3237,HAN,BOM,19.089891,72.868047
3239,HAN,KMG,25.101944,102.929167
3240,HAN,CNX,18.769574,98.968409
3242,HAN,AMD,23.066389,72.624167
3243,HAN,CKG,29.7192,106.641998
3244,HAN,RGN,16.900069,96.134152
3246,HAN,KWE,26.544217,106.79598
3247,HAN,XIY,34.438416,108.760946
3248,HAN,HAK,19.934877,110.45896
3250,HAN,PKX,39.508611,116.410833
3252,HET,CIF,42.154523,118.833173
3256,HET,HLD,49.209906,119.818129
3257,HET,CGO,34.527519,113.840242
3258,HET,SHE,41.634992,123.485731
3259,HET,CSX,28.193336,113.214592
3260,HET,CAN,23.387862,113.29734
3261,HET,WUH,30.776789,114.217577
3262,HET,XIY,34.438416,108.760946
3263,HET,NKG,31.735737,118.86652
3264,HET,PVG,31.143333,121.805278
3265,HET,HGH,30.236934,120.432356
3266,HET,TFU,30.314195,104.44186
3267,HET,CGQ,43.99611,125.68528
3268,HET,TNA,36.857689,117.206881
3269,HET,TSN,39.128273,117.355906
3272,HET,HRB,45.620854,126.23644
3273,HET,KHN,28.859902,115.907845
3274,HET,SJW,38.281868,114.692106
3275,HET,HFE,31.992778,116.973333
3278,HET,SHA,31.19779,121.333473
3279,HET,TAO,36.361944,120.088333
3280,HET,URC,43.90126,87.475148
3281,HET,CKG,29.7192,106.641998
3282,HET,INC,38.323031,106.388059
3283,HET,XMN,24.543064,118.134178
3284,HET,CTU,30.581134,103.956799
3285,HET,DLC,38.96102,121.539991
3286,HET,KMG,25.101944,102.929167
3288,HET,HIA,33.7875,119.12778
3289,HET,KWE,26.544217,106.79598
3290,HET,TYN,37.754996,112.62585
3293,HET,YNT,37.657222,120.987222
3294,HET,XUZ,34.055033,117.554758
3298,HET,LHW,36.509497,103.61756
3300,HET,PEK,40.078538,116.587095
3301,HET,SZX,22.639444,113.810833
3302,HET,UBN,47.646944,106.819722
3304,HET,YIH,30.549934,111.478938
3305,HET,MIG,31.427633,104.747139
3306,HET,WUX,31.492889,120.424374
3308,HET,SWA,23.54944,116.510277
3310,HET,KWL,25.217585,110.046839
3311,HET,LYI,35.047477,118.407068
3312,HET,DSN,39.496721,109.860527
3313,HET,HAK,19.934877,110.45896
3314,HET,JNG,35.646944,116.742222
3316,HET,LYG,34.565938,118.876986
3317,HET,LZO,29.030556,105.46889
3318,HET,CZX,31.914116,119.779762
3319,HET,NTG,32.072921,120.975605
3320,HET,ENH,30.321934,109.482012
3321,HET,XFN,32.150067,112.290691
3322,HET,LYA,34.736361,112.385406
3323,HET,FUG,32.866667,115.7
3324,HET,XNN,36.527506,102.043002
3325,HET,ICN,37.458764,126.441961
3326,HET,NGB,29.826696,121.462002
3327,HET,YNZ,33.431217,120.204406
3328,HFE,SZX,22.639444,113.810833
3329,HFE,CAN,23.387862,113.29734
3330,HFE,TFU,30.314195,104.44186
3331,HFE,CKG,29.7192,106.641998
3332,HFE,KMG,25.101944,102.929167
3333,HFE,KWE,26.544217,106.79598
3334,HFE,TAO,36.361944,120.088333
3335,HFE,CTU,30.581134,103.956799
3336,HFE,SHE,41.634992,123.485731
3337,HFE,XIY,34.438416,108.760946
3338,HFE,DLC,38.96102,121.539991
3339,HFE,HET,40.854712,111.814157
3340,HFE,HRB,45.620854,126.23644
3341,HFE,LHW,36.509497,103.61756
3342,HFE,PEK,40.078538,116.587095
3343,HFE,TYN,37.754996,112.62585
3344,HFE,URC,43.90126,87.475148
3345,HFE,XMN,24.543064,118.134178
3346,HFE,YNT,37.657222,120.987222
3347,HFE,ZUH,22.011788,113.370601
3348,HFE,NNG,22.61321,108.167501
3349,HFE,KWL,25.217585,110.046839
3350,HFE,SWA,23.54944,116.510277
3351,HFE,LJG,26.679975,100.245768
3352,HFE,CGQ,43.99611,125.68528
3353,HFE,JJN,24.802809,118.587293
3354,HFE,SYX,18.305276,109.40888
3355,HFE,PKX,39.508611,116.410833
3356,HFE,INC,38.323031,106.388059
3357,HFE,HUZ,23.050418,114.596859
3358,HFE,HAK,19.934877,110.45896
3359,HFE,PVG,31.143333,121.805278
3360,HFE,SJW,38.281868,114.692106
3361,HFE,XNN,36.527506,102.043002
3363,HFE,MIG,31.427633,104.747139
3364,HFE,YBP,28.801665,104.551835
3366,HFE,WEH,37.188142,122.236067
3367,HFE,ZHA,21.214727,110.362715
3369,HFE,ICN,37.458764,126.441961
3370,HFE,DMK,13.9125,100.606667
3371,HFE,MFM,22.156587,113.57285
3373,HFE,JGS,26.856899,114.737
3374,HFE,HKG,22.315248,113.93649
3375,HFE,TSN,39.128273,117.355906
3377,HFE,KIX,34.43533,135.243977
3379,HFE,DZH,31.048611,107.435556
3381,HFE,JHG,21.973422,100.766454
3385,HFE,YCU,35.114987,111.037051
3386,HFE,KOW,25.849628,114.777786
3387,HFE,SIN,1.361173,103.990201
3388,HFE,WMT,27.96222,106.435
3389,HFE,DYG,29.10712,110.445685
3390,HFE,LZO,29.030556,105.46889
3391,HFE,BKK,13.693062,100.752044
3392,HFE,DSN,39.496721,109.860527
3394,HFE,WUX,31.492889,120.424374
3395,HGH,SZX,22.639444,113.810833
3396,HGH,CAN,23.387862,113.29734
3397,HGH,PEK,40.078538,116.587095
3398,HGH,XIY,34.438416,108.760946
3399,HGH,CKG,29.7192,106.641998
3400,HGH,KMG,25.101944,102.929167
3401,HGH,PKX,39.508611,116.410833
3402,HGH,CTU,30.581134,103.956799
3403,HGH,TFU,30.314195,104.44186
3404,HGH,KWE,26.544217,106.79598
3405,HGH,TAO,36.361944,120.088333
3406,HGH,DLC,38.96102,121.539991
3407,HGH,HAK,19.934877,110.45896
3408,HGH,TYN,37.754996,112.62585
3409,HGH,HKG,22.315248,113.93649
3410,HGH,SHE,41.634992,123.485731
3411,HGH,URC,43.90126,87.475148
3412,HGH,CGO,34.527519,113.840242
3413,HGH,CGQ,43.99611,125.68528
3414,HGH,XMN,24.543064,118.134178
3415,HGH,ZUH,22.011788,113.370601
3416,HGH,HRB,45.620854,126.23644
3417,HGH,SYX,18.305276,109.40888
3418,HGH,LHW,36.509497,103.61756
3419,HGH,TSN,39.128273,117.355906
3420,HGH,NNG,22.61321,108.167501
3421,HGH,YNT,37.657222,120.987222
3422,HGH,SWA,23.54944,116.510277
3423,HGH,INC,38.323031,106.388059
3424,HGH,SJW,38.281868,114.692106
3425,HGH,CSX,28.193336,113.214592
3426,HGH,HET,40.854712,111.814157
3427,HGH,ICN,37.458764,126.441961
3428,HGH,KIX,34.43533,135.243977
3429,HGH,JJN,24.802809,118.587293
3430,HGH,WUH,30.776789,114.217577
3431,HGH,MFM,22.156587,113.57285
3432,HGH,BKK,13.693062,100.752044
3433,HGH,KWL,25.217585,110.046839
3434,HGH,SIN,1.361173,103.990201
3435,HGH,DLU,25.65135,100.323158
3436,HGH,KOW,25.849628,114.777786
3437,HGH,LJG,26.679975,100.245768
3438,HGH,MIG,31.427633,104.747139
3439,HGH,WEH,37.188142,122.236067
3440,HGH,YCU,35.114987,111.037051
3441,HGH,KUL,2.744344,101.717259
3442,HGH,XNN,36.527506,102.043002
3443,HGH,CJU,33.506698,126.493119
3444,HGH,DMK,13.9125,100.606667
3445,HGH,TPE,25.075512,121.23248
3447,HGH,ENH,30.321934,109.482012
3448,HGH,LZO,29.030556,105.46889
3449,HGH,JHG,21.973422,100.766454
3452,HGH,UYN,38.361466,109.596181
3454,HGH,BKI,5.923961,116.050753
3455,HGH,CIF,42.154523,118.833173
3461,HGH,HKT,8.107619,98.306436
3462,HGH,HUZ,23.050418,114.596859
3463,HGH,LYI,35.047477,118.407068
3467,HGH,NRT,35.773213,140.387443
3469,HGH,NGO,34.858333,136.805278
3470,HGH,XFN,32.150067,112.290691
3471,HGH,YBP,28.801665,104.551835
3472,HGH,YIH,30.549934,111.478938
3473,HGH,ZHA,21.214727,110.362715
3475,HGH,WMT,27.96222,106.435
3476,HGH,BAV,40.563442,109.998495
3480,HGH,DOH,25.260988,51.613594
3482,HGH,DSN,39.496721,109.860527
3483,HGH,DYG,29.10712,110.445685
3485,HGH,LYA,34.736361,112.385406
3491,HGH,ACX,25.085556,104.959444
3493,HGH,ALA,43.35136,77.037091
3495,HGH,SGN,10.813045,106.662477
3496,HGH,HLD,49.209906,119.818129
3502,HGH,JGS,26.856899,114.737
3506,HGH,DZH,31.048611,107.435556
3507,HGH,SHS,30.321995,112.2781
3508,HGH,DXB,25.256557,55.366071
3509,HGH,DPS,-8.748056,115.1675
3513,HGH,VTE,17.975432,102.567721
3514,HGH,NGB,29.826696,121.462002
3516,HIA,KMG,25.101944,102.929167
3517,HIA,KHN,28.859902,115.907845
3518,HIA,CAN,23.387862,113.29734
3519,HIA,SHE,41.634992,123.485731
3520,HIA,SZX,22.639444,113.810833
3521,HIA,CKG,29.7192,106.641998
3522,HIA,DLC,38.96102,121.539991
3523,HIA,HET,40.854712,111.814157
3524,HIA,HRB,45.620854,126.23644
3525,HIA,FOC,25.931231,119.66923
3526,HIA,SJW,38.281868,114.692106
3527,HIA,XMN,24.543064,118.134178
3528,HIA,KWE,26.544217,106.79598
3529,HIA,BKK,13.693062,100.752044
3530,HIA,WUH,30.776789,114.217577
3531,HIA,CSX,28.193336,113.214592
3532,HIA,SWA,23.54944,116.510277
3533,HIA,CGQ,43.99611,125.68528
3534,HIA,DSN,39.496721,109.860527
3535,HIA,TYN,37.754996,112.62585
3536,HIA,JJN,24.802809,118.587293
3537,HIA,DYG,29.10712,110.445685
3538,HIA,NGB,29.826696,121.462002
3540,HIA,TFU,30.314195,104.44186
3541,HIA,LHW,36.509497,103.61756
3542,HIA,KWL,25.217585,110.046839
3544,HIA,INC,38.323031,106.388059
3545,HIA,HLD,49.209906,119.818129
3546,HKG,TPE,25.075512,121.23248
3547,HKG,BKK,13.693062,100.752044
3548,HKG,PVG,31.143333,121.805278
3549,HKG,ICN,37.458764,126.441961
3550,HKG,KIX,34.43533,135.243977
3551,HKG,MNL,14.511205,121.019208
3552,HKG,SIN,1.361173,103.990201
3553,HKG,NRT,35.773213,140.387443
3554,HKG,PEK,40.078538,116.587095
3555,HKG,KHH,22.5725,120.345278
3556,HKG,KUL,2.744344,101.717259
3557,HKG,HGH,30.236934,120.432356
3558,HKG,HND,35.553476,139.781206
3559,HKG,TFU,30.314195,104.44186
3560,HKG,FUK,33.584286,130.443891
3561,HKG,SHA,31.19779,121.333473
3562,HKG,DAD,16.053339,108.202753
3563,HKG,DEL,28.556162,77.099958
3564,HKG,HAK,19.934877,110.45896
3565,HKG,PKX,39.508611,116.410833
3566,HKG,CGK,-6.130643,106.655526
3567,HKG,DMK,13.9125,100.606667
3568,HKG,DXB,25.256557,55.366071
3570,HKG,NKG,31.735737,118.86652
3571,HKG,NGO,34.858333,136.805278
3572,HKG,HAN,21.214184,105.802827
3573,HKG,HKT,8.107619,98.306436
3574,HKG,OKA,26.204954,127.645842
3575,HKG,CKG,29.7192,106.641998
3576,HKG,CNX,18.769574,98.968409
3577,HKG,NGB,29.826696,121.462002
3578,HKG,SGN,10.813045,106.662477
3579,HKG,BOM,19.089891,72.868047
3580,HKG,CRK,15.187696,120.549789
3581,HKG,XMN,24.543064,118.134178
3582,HKG,CTU,30.581134,103.956799
3583,HKG,BKI,5.923961,116.050753
3584,HKG,CAN,23.387862,113.29734
3585,HKG,DOH,25.260988,51.613594
3586,HKG,DPS,-8.748056,115.1675
3587,HKG,FOC,25.931231,119.66923
3588,HKG,KMG,25.101944,102.929167
3589,HKG,PUS,35.179319,128.948728
3590,HKG,TAO,36.361944,120.088333
3591,HKG,WUX,31.492889,120.424374
3592,HKG,SYX,18.305276,109.40888
3593,HKG,WUH,30.776789,114.217577
3594,HKG,TNA,36.857689,117.206881
3595,HKG,PEN,5.292961,100.265173
3596,HKG,CEB,10.313333,123.982778
3597,HKG,CJU,33.506698,126.493119
3598,HKG,XIY,34.438416,108.760946
3599,HKG,CTS,42.787281,141.681341
3600,HKG,KTM,27.699906,85.35657
3601,HKG,PNH,11.552193,104.846174
3602,HKG,DLC,38.96102,121.539991
3603,HKG,IST,41.260278,28.741944
3604,HKG,JJN,24.802809,118.587293
3605,HKG,KHN,28.859902,115.907845
3606,HKG,NTG,32.072921,120.975605
3607,HKG,SUB,-7.377937,112.793782
3608,HKG,TSN,39.128273,117.355906
3610,HKG,UBN,47.646944,106.819722
3611,HKG,WNZ,27.91566,120.847381
3612,HKG,URC,43.90126,87.475148
3616,HKG,BLR,13.200771,77.710228
3617,HKG,CGO,34.527519,113.840242
3618,HKG,HFE,31.992778,116.973333
3620,HKG,CMB,7.174112,79.886494
3621,HKG,DAC,23.848649,90.405874
3623,HKG,DYG,29.10712,110.445685
3624,HKG,KOJ,31.801224,130.715616
3625,HKG,MAA,12.982267,80.163782
3626,HKG,LHW,36.509497,103.61756
3627,HKG,MLE,4.19183,73.529108
3628,HKG,NNG,22.61321,108.167501
3630,HKG,SHE,41.634992,123.485731
3633,HKG,HRB,45.620854,126.23644
3634,HKG,LYI,35.047477,118.407068
3635,HKG,XNN,36.527506,102.043002
3636,HKG,INC,38.323031,106.388059
3637,HKG,TYN,37.754996,112.62585
3639,HKG,KHG,39.53689,76.010387
3640,HKG,VTE,17.975432,102.567721
3641,HKG,CGQ,43.99611,125.68528
3645,HKG,RUH,24.959289,46.702876
3646,HKT,BKK,13.693062,100.752044
3647,HKT,DMK,13.9125,100.606667
3648,HKT,SIN,1.361173,103.990201
3649,HKT,KUL,2.744344,101.717259
3651,HKT,PVG,31.143333,121.805278
3652,HKT,DEL,28.556162,77.099958
3653,HKT,CNX,18.769574,98.968409
3654,HKT,HKG,22.315248,113.93649
3655,HKT,CAN,23.387862,113.29734
3656,HKT,TFU,30.314195,104.44186
3657,HKT,AUH,24.426912,54.645974
3658,HKT,CKG,29.7192,106.641998
3659,HKT,DXB,25.256557,55.366071
3660,HKT,BOM,19.089891,72.868047
3661,HKT,DOH,25.260988,51.613594
3662,HKT,ICN,37.458764,126.441961
3663,HKT,PEK,40.078538,116.587095
3664,HKT,XIY,34.438416,108.760946
3666,HKT,HGH,30.236934,120.432356
3667,HKT,SGN,10.813045,106.662477
3668,HKT,SZX,22.639444,113.810833
3670,HKT,SHJ,25.320873,55.52029
3671,HKT,BLR,13.200771,77.710228
3672,HKT,MCT,23.600739,58.284042
3673,HKT,NKG,31.735737,118.86652
3674,HKT,KMG,25.101944,102.929167
3675,HKT,ALA,43.35136,77.037091
3676,HKT,CCU,22.655,88.447
3678,HKT,PEN,5.292961,100.265173
3680,HKT,CSX,28.193336,113.214592
3681,HKT,IST,41.260278,28.741944
3683,HKT,DPS,-8.748056,115.1675
3684,HKT,NNG,22.61321,108.167501
3686,HKT,TPE,25.075512,121.23248
3687,HKT,RGN,16.900069,96.134152
3688,HKT,UBN,47.646944,106.819722
3689,HKT,TAS,41.257893,69.281204
3690,HKT,IKA,35.408632,51.1548
3691,HKT,MAA,12.982267,80.163782
3692,HKT,JED,21.670232,39.150579
3693,HKT,NQZ,51.027811,71.461199
3694,HKT,RUH,24.959289,46.702876
3695,HLD,HET,40.854712,111.814157
3696,HLD,PKX,39.508611,116.410833
3697,HLD,PEK,40.078538,116.587095
3699,HLD,SHE,41.634992,123.485731
3700,HLD,SJW,38.281868,114.692106
3701,HLD,HRB,45.620854,126.23644
3703,HLD,BAV,40.563442,109.998495
3704,HLD,SZX,22.639444,113.810833
3705,HLD,CIF,42.154523,118.833173
3706,HLD,CGQ,43.99611,125.68528
3708,HLD,TSN,39.128273,117.355906
3709,HLD,TNA,36.857689,117.206881
3710,HLD,PVG,31.143333,121.805278
3711,HLD,SHA,31.19779,121.333473
3716,HLD,DLC,38.96102,121.539991
3717,HLD,NTG,32.072921,120.975605
3718,HLD,HGH,30.236934,120.432356
3719,HLD,TAO,36.361944,120.088333
3720,HLD,YNT,37.657222,120.987222
3721,HLD,TYN,37.754996,112.62585
3722,HLD,WUH,30.776789,114.217577
3723,HLD,UBN,47.646944,106.819722
3724,HLD,HIA,33.7875,119.12778
3725,HND,FUK,33.584286,130.443891
3726,HND,CTS,42.787281,141.681341
3727,HND,OKA,26.204954,127.645842
3728,HND,ITM,34.790975,135.441719
3729,HND,KOJ,31.801224,130.715616
3737,HND,KIX,34.43533,135.243977
3746,HND,PVG,31.143333,121.805278
3750,HND,PEK,40.078538,116.587095
3752,HND,HKG,22.315248,113.93649
3754,HND,SIN,1.361173,103.990201
3756,HND,BKK,13.693062,100.752044
3764,HND,CAN,23.387862,113.29734
3766,HND,MNL,14.511205,121.019208
3768,HND,SHA,31.19779,121.333473
3770,HND,CGK,-6.130643,106.655526
3772,HND,ICN,37.458764,126.441961
3774,HND,NGO,34.858333,136.805278
3776,HND,SGN,10.813045,106.662477
3780,HND,DEL,28.556162,77.099958
3781,HND,PKX,39.508611,116.410833
3783,HND,KUL,2.744344,101.717259
3784,HND,TPE,25.075512,121.23248
3789,HND,DOH,25.260988,51.613594
3790,HND,DXB,25.256557,55.366071
3791,HND,HAN,21.214184,105.802827
3792,HND,DLC,38.96102,121.539991
3793,HND,SZX,22.639444,113.810833
3794,HND,TAO,36.361944,120.088333
3795,HND,IST,41.260278,28.741944
3799,HND,TSN,39.128273,117.355906
3800,HND,BKI,5.923961,116.050753
3801,HNY,PEK,40.078538,116.587095
3802,HNY,SHA,31.19779,121.333473
3803,HNY,TFU,30.314195,104.44186
3804,HNY,HAK,19.934877,110.45896
3805,HNY,KMG,25.101944,102.929167
3806,HNY,PVG,31.143333,121.805278
3807,HNY,CTU,30.581134,103.956799
3808,HNY,CKG,29.7192,106.641998
3809,HNY,TAO,36.361944,120.088333
3810,HNY,XMN,24.543064,118.134178
3811,HNY,FOC,25.931231,119.66923
3812,HNY,LHW,36.509497,103.61756
3813,HNY,SWA,23.54944,116.510277
3814,HNY,JJN,24.802809,118.587293
3815,HNY,LJG,26.679975,100.245768
3816,HNY,NGB,29.826696,121.462002
3817,HNY,JHG,21.973422,100.766454
3818,HNY,WUX,31.492889,120.424374
3819,HNY,DYG,29.10712,110.445685
3820,HNY,KWE,26.544217,106.79598
3821,HNY,SYX,18.305276,109.40888
3822,HNY,XIY,34.438416,108.760946
3823,HNY,TSN,39.128273,117.355906
3824,HNY,CGO,34.527519,113.840242
3825,HNY,SHE,41.634992,123.485731
3826,HNY,WNZ,27.91566,120.847381
3827,HRB,PVG,31.143333,121.805278
3828,HRB,PKX,39.508611,116.410833
3829,HRB,TAO,36.361944,120.088333
3830,HRB,CGO,34.527519,113.840242
3831,HRB,TNA,36.857689,117.206881
3832,HRB,PEK,40.078538,116.587095
3833,HRB,XIY,34.438416,108.760946
3834,HRB,SZX,22.639444,113.810833
3835,HRB,NKG,31.735737,118.86652
3836,HRB,HGH,30.236934,120.432356
3837,HRB,TFU,30.314195,104.44186
3838,HRB,CAN,23.387862,113.29734
3839,HRB,YNT,37.657222,120.987222
3840,HRB,WUH,30.776789,114.217577
3841,HRB,CSX,28.193336,113.214592
3842,HRB,TSN,39.128273,117.355906
3844,HRB,NGB,29.826696,121.462002
3845,HRB,SJW,38.281868,114.692106
3846,HRB,XUZ,34.055033,117.554758
3847,HRB,HET,40.854712,111.814157
3848,HRB,CKG,29.7192,106.641998
3849,HRB,CZX,31.914116,119.779762
3850,HRB,HFE,31.992778,116.973333
3851,HRB,WEH,37.188142,122.236067
3852,HRB,SYX,18.305276,109.40888
3853,HRB,TYN,37.754996,112.62585
3855,HRB,ICN,37.458764,126.441961
3857,HRB,SHA,31.19779,121.333473
3858,HRB,LYI,35.047477,118.407068
3859,HRB,YTY,32.563057,119.720278
3860,HRB,HLD,49.209906,119.818129
3861,HRB,WUX,31.492889,120.424374
3862,HRB,NRT,35.773213,140.387443
3863,HRB,HIA,33.7875,119.12778
3864,HRB,NTG,32.072921,120.975605
3866,HRB,UYN,38.361466,109.596181
3867,HRB,WNZ,27.91566,120.847381
3868,HRB,XMN,24.543064,118.134178
3869,HRB,YCU,35.114987,111.037051
3872,HRB,ZUH,22.011788,113.370601
3873,HRB,XFN,32.150067,112.290691
3874,HRB,HSN,29.935258,122.356914
3875,HRB,CTU,30.581134,103.956799
3879,HRB,INC,38.323031,106.388059
3880,HRB,KHN,28.859902,115.907845
3881,HRB,HAK,19.934877,110.45896
3884,HRB,XNN,36.527506,102.043002
3885,HRB,YIH,30.549934,111.478938
3886,HRB,YNZ,33.431217,120.204406
3888,HRB,JGS,26.856899,114.737
3889,HRB,LYA,34.736361,112.385406
3892,HRB,CIF,42.154523,118.833173
3897,HRB,URC,43.90126,87.475148
3900,HRB,DSN,39.496721,109.860527
3902,HRB,SWA,23.54944,116.510277
3903,HRB,KWE,26.544217,106.79598
3905,HRB,LYG,34.565938,118.876986
3907,HRB,HKG,22.315248,113.93649
3908,HRB,KIX,34.43533,135.243977
3912,HSN,JJN,24.802809,118.587293
3913,HSN,XMN,24.543064,118.134178
3914,HSN,SWA,23.54944,116.510277
3915,HSN,TAO,36.361944,120.088333
3916,HSN,FOC,25.931231,119.66923
3917,HSN,WUH,30.776789,114.217577
3918,HSN,XUZ,34.055033,117.554758
3919,HSN,CGO,34.527519,113.840242
3920,HSN,SZX,22.639444,113.810833
3921,HSN,TNA,36.857689,117.206881
3922,HSN,TSN,39.128273,117.355906
3923,HSN,KHN,28.859902,115.907845
3924,HSN,PKX,39.508611,116.410833
3925,HSN,HRB,45.620854,126.23644
3926,HSN,SHE,41.634992,123.485731
3927,HSN,YNT,37.657222,120.987222
3929,HSN,LYI,35.047477,118.407068
3930,HSN,FUG,32.866667,115.7
3931,HSN,CSX,28.193336,113.214592
3932,HSN,DLC,38.96102,121.539991
3933,HSN,JUZ,28.966667,118.833333
3934,HSN,YIH,30.549934,111.478938
3935,HSN,DZH,31.048611,107.435556
3937,HUZ,CGO,34.527519,113.840242
3938,HUZ,TFU,30.314195,104.44186
3939,HUZ,WUH,30.776789,114.217577
3940,HUZ,PKX,39.508611,116.410833
3941,HUZ,CKG,29.7192,106.641998
3942,HUZ,KMG,25.101944,102.929167
3943,HUZ,PVG,31.143333,121.805278
3944,HUZ,WUX,31.492889,120.424374
3945,HUZ,XIY,34.438416,108.760946
3946,HUZ,HFE,31.992778,116.973333
3947,HUZ,SHA,31.19779,121.333473
3948,HUZ,PEK,40.078538,116.587095
3949,HUZ,HAK,19.934877,110.45896
3950,HUZ,HGH,30.236934,120.432356
3951,HUZ,KWE,26.544217,106.79598
3952,HUZ,FUG,32.866667,115.7
3953,HUZ,LZO,29.030556,105.46889
3955,HUZ,YIH,30.549934,111.478938
3956,HUZ,NKG,31.735737,118.86652
3958,HUZ,CSX,28.193336,113.214592
3959,HYD,DEL,28.556162,77.099958
3960,HYD,BOM,19.089891,72.868047
3961,HYD,BLR,13.200771,77.710228
3962,HYD,MAA,12.982267,80.163782
3963,HYD,CCU,22.655,88.447
3968,HYD,PNQ,18.581389,73.920556
3969,HYD,COK,10.155644,76.390537
3970,HYD,DXB,25.256557,55.366071
3972,HYD,JAI,26.822004,75.800995
3974,HYD,BBI,20.252853,85.817385
3975,HYD,GOX,15.73139,73.86778
3976,HYD,LKO,26.764257,80.884186
3977,HYD,TRV,8.476126,76.91907
3978,HYD,DOH,25.260988,51.613594
3979,HYD,AMD,23.066389,72.624167
3980,HYD,GAU,26.105185,91.588427
3981,HYD,IDR,22.72715,75.808227
3982,HYD,JED,21.670232,39.150579
3985,HYD,AUH,24.426912,54.645974
3986,HYD,MCT,23.600739,58.284042
3988,HYD,SIN,1.361173,103.990201
3991,HYD,KUL,2.744344,101.717259
3992,HYD,BKK,13.693062,100.752044
3997,HYD,SHJ,25.320873,55.52029
4000,HYD,DMM,26.471111,49.797778
4002,HYD,CMB,7.174112,79.886494
4004,HYD,KWI,29.240116,47.971251
4006,HYD,BAH,26.269181,50.62605
4007,HYD,RUH,24.959289,46.702876
4033,HYD,DMK,13.9125,100.606667
4041,HYN,KWE,26.544217,106.79598
4042,HYN,WUH,30.776789,114.217577
4043,HYN,CKG,29.7192,106.641998
4044,HYN,CAN,23.387862,113.29734
4045,HYN,PEK,40.078538,116.587095
4046,HYN,SZX,22.639444,113.810833
4047,HYN,TFU,30.314195,104.44186
4048,HYN,KMG,25.101944,102.929167
4049,HYN,CSX,28.193336,113.214592
4051,HYN,LJG,26.679975,100.245768
4052,HYN,SJW,38.281868,114.692106
4053,HYN,PKX,39.508611,116.410833
4054,HYN,TAO,36.361944,120.088333
4055,HYN,YIH,30.549934,111.478938
4056,HYN,XIY,34.438416,108.760946
4057,HYN,SWA,23.54944,116.510277
4058,HYN,TNA,36.857689,117.206881
4059,HYN,HAK,19.934877,110.45896
4060,HYN,NNG,22.61321,108.167501
4062,HYN,ZUH,22.011788,113.370601
4063,HYN,LYG,34.565938,118.876986
4064,HYN,TSN,39.128273,117.355906
4065,ICN,NRT,35.773213,140.387443
4066,ICN,KIX,34.43533,135.243977
4067,ICN,FUK,33.584286,130.443891
4068,ICN,HKG,22.315248,113.93649
4069,ICN,DAD,16.053339,108.202753
4070,ICN,PVG,31.143333,121.805278
4071,ICN,BKK,13.693062,100.752044
4072,ICN,TAO,36.361944,120.088333
4073,ICN,TPE,25.075512,121.23248
4075,ICN,SGN,10.813045,106.662477
4076,ICN,CTS,42.787281,141.681341
4077,ICN,MNL,14.511205,121.019208
